45,-0.00,1003,1007
45,-0.05,1003,1007
45,-0.10,996,1000
45,-0.15,989,993
45,-0.20,981,985
45,-0.25,974,978
45,-0.30,968,971
45,-0.35,967,971
45,-0.40,960,964
45,-0.45,953,958
45,-0.50,946,950
45,-0.55,940,944
45,-0.60,933,938
45,-0.65,927,931
45,-0.70,927,931
45,-0.75,921,924
45,-0.80,913,917
45,-0.85,908,912
45,-0.90,901,905
45,-0.95,895,899
45,-1.00,889,893
45,-1.05,889,893
45,-1.10,883,887
45,-1.15,877,881
45,-1.20,871,875
45,-1.25,865,868
45,-1.30,858,863
45,-1.35,852,857
45,-1.40,847,851
45,-1.45,841,845
45,-1.50,841,845
45,-1.55,836,840
45,-1.60,830,834
45,-1.65,825,829
45,-1.70,819,823
45,-1.75,814,817
45,-1.80,808,812
45,-1.85,803,806
45,-1.90,798,801
45,-1.95,792,795
45,-2.00,787,790
45,-2.05,787,790
45,-2.10,782,785
45,-2.15,777,780
45,-2.20,771,775
45,-2.25,767,770
45,-2.30,761,765
45,-2.35,757,759
45,-2.40,752,755
45,-2.45,747,750
45,-2.50,742,745
45,-2.55,738,741
45,-2.60,733,735
45,-2.65,728,731
45,-2.70,724,726
45,-2.75,719,721
45,-2.80,718,721
45,-2.85,714,717
45,-2.90,709,713
45,-2.95,705,708
45,-3.00,700,703
45,-3.05,696,698
45,-3.10,691,694
45,-3.15,687,690
45,-3.20,683,685
45,-3.25,678,681
45,-3.30,674,677
45,-3.35,670,672
45,-3.40,666,668
45,-3.45,662,664
45,-3.50,657,660
45,-3.55,653,655
45,-3.60,649,651
45,-3.65,645,647
45,-3.70,641,643
45,-3.75,636,639
45,-3.80,632,635
45,-3.85,629,631
45,-3.90,625,627
45,-3.95,620,623
45,-4.00,617,619
45,-4.05,613,615
45,-4.10,609,612
45,-4.15,605,608
45,-4.20,602,604
45,-4.25,598,600
45,-4.30,594,596
45,-4.35,590,593
45,-4.40,587,589
45,-4.45,582,585
45,-4.50,579,581
45,-4.55,576,578
45,-4.60,572,574
45,-4.65,569,571
45,-4.70,565,567
45,-4.75,561,564
45,-4.80,558,560
45,-4.85,554,556
45,-4.90,550,553
45,-4.95,547,550
45,-5.00,544,545
45,-5.05,544,545
45,-5.10,539,541
45,-5.15,535,537
45,-5.20,532,532
45,-5.25,528,528
45,-5.30,524,525
45,-5.35,524,525
45,-5.40,520,521
45,-5.45,516,517
45,-5.50,512,513
45,-5.55,509,509
45,-5.60,505,505
45,-5.65,501,502
45,-5.70,501,501
45,-5.75,497,498
45,-5.80,494,495
45,-5.85,490,491
45,-5.90,486,487
45,-5.95,483,484
45,-6.00,480,481
45,-6.05,480,480
45,-6.10,476,477
45,-6.15,473,473
45,-6.20,469,470
45,-6.25,466,467
45,-6.30,463,464
45,-6.35,459,460
45,-6.40,456,457
45,-6.45,453,453
45,-6.50,453,454
45,-6.55,450,451
45,-6.60,447,447
45,-6.65,444,444
45,-6.70,440,441
45,-6.75,438,438
45,-6.80,434,435
45,-6.85,431,432
45,-6.90,428,429
45,-6.95,425,426
45,-7.00,423,423
45,-7.05,422,423
45,-7.10,420,420
45,-7.15,417,417
45,-7.20,414,414
45,-7.25,411,412
45,-7.30,408,408
45,-7.35,405,405
45,-7.40,403,403
45,-7.45,400,400
45,-7.50,397,397
45,-7.55,394,395
45,-7.60,392,392
45,-7.65,389,389
45,-7.70,386,387
45,-7.75,384,384
45,-7.80,384,384
45,-7.85,381,382
45,-7.90,379,379
45,-7.95,376,376
45,-8.00,373,374
45,-8.05,372,371
45,-8.10,369,369
45,-8.15,366,366
45,-8.20,364,364
45,-8.25,361,361
45,-8.30,359,359
45,-8.35,356,356
45,-8.40,354,354
45,-8.45,352,352
45,-8.50,349,349
45,-8.55,347,347
45,-8.60,345,345
45,-8.65,343,343
45,-8.70,340,340
45,-8.75,338,338
45,-8.80,335,336
45,-8.85,333,333
45,-8.90,331,331
45,-8.95,329,329
45,-9.00,327,327
45,-9.05,325,325
45,-9.10,323,323
45,-9.15,320,320
45,-9.20,318,319
45,-9.25,316,316
45,-9.30,314,314
45,-9.35,312,312
45,-9.40,310,310
45,-9.45,308,308
45,-9.50,306,306
45,-9.55,304,304
45,-9.60,301,302
45,-9.65,299,300
45,-9.70,298,297
45,-9.75,295,296
45,-9.80,294,294
45,-9.85,291,292
45,-9.90,290,290
45,-9.95,288,288
45,-10.00,289,288
45,-10.05,289,288
45,-10.10,287,286
45,-10.15,285,284
